t_index	 term	 df 
1678	ark	8
1679	arkadelphia	1
1680	arkan	1
1681	arkansa	28
1682	arkansas-bas	1
1683	arkin	2
1684	arleigh	2
1685	arleigh-burke-class	1
1686	arlen	2
1687	arlington	8
1688	arm	132
1689	armament	2
1690	armbrist	1
1691	armei	1
1692	armenia	2
1693	armi	136
1694	armitag	1
1695	armor	17
1696	armori	3
1697	arn	3
1698	arnaud	17
1699	arni	1
1700	arno	1
1701	arnold	3
1702	arnot	1
1703	aros	4
1704	arose:	1
1705	arous	1
1706	arrai	5
1707	arraign	2
1708	arrang	38
1709	arrear	1
1710	arrest	109
1711	arriv	180
1712	arrived:	1
1713	arrog	3
1714	arrow	4
1715	arsen	10
1716	arseni	1
1717	arsonist	1
1718	art	4
1719	artfulli	1
1720	arthriti	1
1721	arthur	4
1722	articl	5
1723	articul	1
1724	artifact	1
1725	artifici	4
1726	artist	4
1727	artudo	1
1728	arturo	6
1729	aruba	2
1730	aryapov	1
1731	asa	1
1732	asahi	1
1733	ascend	1
1734	ascrib	4
1735	asean	1
1736	ash	4
1737	ash-shaab	1
1738	asham	1
1739	ashcroft	56
1740	ashcroft:	2
1741	ashkroft	1
1742	ashok	1
1743	ashor	2
1744	ashraf	1
1745	ashtrai	1
1746	asia	22
1747	asia-pacif	16
1748	asian	15
1749	asid	30
1750	ask	195
1751	ask:	1
1752	asked:	2
1753	aspect	11
1754	aspir	2
1755	assad	1
1756	assail	4
1757	assam	6
1758	assassin	21
1759	assault	28
1760	assembl	17
1761	assembly-for-export	1
1762	assembly:	1
1763	assert	17
1764	assess	48
1765	asset	10
1766	assign	24
1767	assist	76
1768	assisted-suicid	1
1769	associ	113
1770	associate-turned-inform	3
1771	association:	5
1772	assort	1
1773	assum	38
1774	assumpt	7
1775	assur	35
1776	assuredli	2
1777	astakhov	12
1778	asterisk	2
1779	astonish	7
1780	astound	2
1781	astronom	1
1782	astut	1
1783	asylum	29
1784	asymmetr	2
1785	at-sea	3
1786	atal	13
1787	atck	2
1788	atf	2
1789	atfein	1
1790	athal	1
1791	athlet	3
1792	atlant	15
1793	atlanta	6
1794	atmat	1
1795	atmospher	10
1796	atom	4
1797	atop	13
1798	atp	3
1799	atroc	10
1800	atrophi	1
1801	attach	15
1802	attack	306
1803	attack:	2
1804	attacks:	1
1805	attain	1
1806	attempt	112
1807	attend	68
1808	attent	64
1809	attest	2
1810	attitud	10
1811	attornei	58
1812	attract	15
1813	attribut	12
1814	attrit	1
1815	atwan	1
1816	aubrei	19
1817	aubri	5
1818	audienc	16
1819	audio	4
1820	audiotap	1
1821	auditor	5
1822	auditorium	1
1823	aug	33
1824	augment	1
1825	august	32
1826	aunt	2
1827	aur	5
1828	aura	1
1829	aurora	4
1830	ausi	1
1831	aussi	9
1832	auster	2
1833	austin	18
1834	australia	23
1835	australian	72
1836	austria	3
1837	austrian	1
1838	austro-hungarian	1
1839	authent	2
1840	author	254
1841	authoritarian	27
1842	authorities:	1
1843	auto	1
1844	autocrat	27
1845	autograph	1
1846	autom	1
1847	automat	18
1848	automobil	4
1849	autonom	1
1850	autonomi	3
1851	autopilot	1
1852	autopsi	1
1853	autumn	2
1854	avail	44
1855	avala	1
1856	avalanch	1
1857	aveng	7
1858	avent	1
1859	avenu	4
1860	averag	14
1861	avert	6
1862	aviat	3
1863	aviv	4
1864	avner	2
1865	avoid	59
1866	avow	1
1867	aw	10
1868	awad	2
1869	awai	166
1870	await	26
1871	awaken	2
1872	awar	18
1873	award	9
1874	awe-struck	1
1875	aweigh	1
1876	awful:	1
1877	awfulli	2
1878	awkward	4
1879	awn	4
1880	awok	1
1881	axam	1
1882	axe:	1
1883	ayatollah	1
1884	aykroyd	1
1885	ayman	5
1886	aynaoui	1
1887	ayr	1
1888	ayyam	1
1889	az	1
1890	aziz	1
1891	azul	1
1892	azulai	2
1893	b-292	1
1894	b-52	1
1895	b10202000	1
1896	b2-92	1
1897	b92	2
1898	babenko	2
1899	babi	14
1900	babkin	6
1901	baboa	1
1902	back	52
1903	back-and-forth	1
1904	back-to-back	5
1905	backa	1
1906	backbo	1
1907	backcourt	1
1908	backdrop	4
1909	backer	14
1910	backfir	5
1911	background	4
1912	backhand	14
1913	backho	1
1914	backlash	3
1915	backstop	2
1916	backup	2
1917	backward	3
1918	backyard	1
1919	bacon	18
1920	bad	39
1921	badg	3
1922	badli	39
1923	badrasen	5
1924	baffl	2
1925	bag	14
1926	bagad	1
1927	baggag	1
1928	baghbel	1
1929	baghdad	2
1930	bahg-bo	5
1931	bahrain	34
1932	bahrain-bas	3
1933	bai	8
1934	baijubahi	2
1935	bail	4
1936	bailei	6
1937	baird	1
1938	bairnt	1
1939	bakarec	3
1940	bake	2
1941	baken	1
1942	baker	5
1943	bakhshish	1
1944	bakri	5
1945	balanc	20
1946	balawat	1
1947	balcacer	2
1948	balconi	11
1949	bald	1
1950	balint-kurti	1
1951	balk	4
1952	balkan	25
1953	ball	29
1954	ball-strik	1
1955	ballard	1
1956	ballast	2
1957	ballena	1
1958	ballist	1
1959	ballo	1
1960	balloon	3
1961	ballot	72
1962	ballot:	1
1963	ballroom	2
1964	balonia	1
1965	balsamo	1
1966	baltimor	3
1967	baltin	1
1968	bamba	3
1969	bambi	1
1970	bamboo	2
1971	bamboo-support	2
1972	bament	1
1973	ban	24
1974	banco	1
1975	band	11
1976	bandag	8
1977	bandanna	3
1978	bandit	1
1979	bang	7
1980	bangalor	1
1981	bangaru	3
1982	bangladesh	5
1983	bank	68
1984	bank-fraud	1
1985	banker	10
1986	bankrupt	5
1987	bankruptci	4
1988	banner	9
1989	bannon	1
1990	banquet	1
1991	baptist	5
1992	bar	54
1993	barak	9
1994	barb	4
1995	barbar	2
1996	barbara	24
1997	barber	1
1998	barbershop	1
1999	barcelona	1
2000	bare	46
2001	barefacedli	1
2002	barent	36
2003	barg	3
2004	bargain	9
2005	bari	1
2006	bark	1
2007	barkina	2
2008	barkolla	1
2009	barkova	3
2010	barna	4
2011	barnei	1
2012	barnstorm	1
2013	barot	1
2014	barov	1
2015	barr	1
2016	barrack	35
2017	barrag	2
2018	barrel	2
2019	barrera	2
2020	barri	1
2021	barricad	18
2022	barrier	12
2023	bartlett	1
2024	barua	5
2025	base	166
2026	base-erod	1
2027	base:	1
2028	basebal	4
2029	baseball-styl	1
2030	baselin	16
2031	baseline-bound	1
2032	basement	1
2033	basher	1
2034	bashraheel	1
2035	bashrahel	1
2036	basi	15
2037	basic	43
2038	basilica	1
2039	bask	2
2040	basket	3
2041	basketbal	1
2042	basset	1
2043	bassiouni	1
2044	bastion	6
2045	batch	1
2046	bath	4
2047	bathroom	3
2048	bathtub	1
2049	batic	2
2050	baton	4
2051	battalion	3
2052	batten	1
2053	batter	8
2054	batteri	1
2055	battery-oper	1
2056	battl	76
2057	battle-harden	2
2058	battlefield	4
2059	battleground	8
2060	bauman	6
2061	bautista	1
2062	bavaria	1
2063	bazaar	1
2064	bbc	29
2065	be	1
2066	be:	1
2067	beach	17
2068	beachfront	1
2069	bead	1
2070	beal	1
2071	beam	13
2072	bean	3
2073	bear	23
2074	beard	18
2075	bearer	2
2076	beat	79
2077	beaten	31
2078	beater	3
2079	beaumont-bas	1
2080	beauti	6
2081	beaver	1
2082	becausec	1
2083	beci	2
2084	becker	1
2085	bed	33
2086	bedanova	2
2087	bedi	12
2088	bedouin	1
2089	bedroom	6
2090	bedsheet	1
2091	beef	6
2092	beer	2
2093	befit	1
2094	befriend	1
2095	befuddl	1
2096	beg	4
2097	began	156
2098	began:	1
2099	beggar	1
2100	begin	151
2101	begun	31
2102	behalf	8
2103	behan	1
2104	behari	3
2105	behav	9
2106	behavior	10
2107	behind-the-scen	2
2108	beholden	3
2109	beij	3
2110	beirut	9
2111	bekki	3
2112	belaru	1
2113	belch	1
2114	beleagu	3
2115	belgian	5
2116	belgium	6
2117	belgrad	100
2118	beli	1
2119	belida	3
2120	belief	17
2121	believ	292
2122	belittl	1
2123	bell	4
2124	belliger	1
2125	belong	31
2126	belov	5
2127	belt	8
2128	bema	2
2129	bemoan	1
2130	ben	5
2131	bench	4
2132	benchmark	1
2133	bend	2
2134	beneath	31
2135	benefactor	2
2136	benefici	1
2137	beneficiari	1
2138	benefit	17
2139	benevol	7
2140	benign	1
2141	benin	8
2142	benito	1
2143	benjamin	2
2144	bennett	1
2145	benni	1
2146	bent	13
2147	benton	1
2148	bequeath	1
2149	berat	1
2150	bere	1
2151	beresich	1
2152	beretta	1
2153	bergen	1
2154	berger	25
2155	berlin	8
2156	bernstein	2
2157	bershard	1
2158	bershevski	1
2159	berth	2
2160	beschloss	1
2161	beset	2
2162	besieg	4
2163	bespectacl	2
2164	best	94
2165	best-equip	1
2166	best-kept	1
2167	best-known	6
2168	best:	1
2169	bet	1
2170	beta	7
2171	beta-jon	1
2172	beth	1
2173	betrai	2
2174	betray	2
2175	betrisia	1
2176	better	119
2177	better-train	1
2178	bevan	1
2179	beveneari	1
2180	bewild	1
2181	bhaba	2
2182	bhachau	4
2183	bhagat	1
2184	bhakta	1
2185	bharatiya	3
2186	bharpi	3
2187	bhaskar	5
2188	bhat	1
2189	bhatt	1
2190	bhavesh	1
2191	bhowmik	1
2192	bhug	1
2193	bhuj	33
2194	bia	1
2195	biafran	2
2196	biarritz	3
2197	bias	8
2198	bibl	4
2199	bible-read	1
2200	biblic	1
2201	bicker	3
2202	bicycl	5
2203	bid	50
2204	bidanora	1
2205	big	76
2206	big-citi	1
2207	big-ticket	1
2208	bigger	8
2209	biggest	39
2210	bigot	1
2211	bihari	10
2212	bilater	8
2213	bilingu	1
2214	bill	6
2215	bill:	1
2216	billboard	2
2217	billet	1
2218	billi	4
2219	billion	54
2220	billion-dollar	5
2221	billionair	9
2222	billow	13
2223	biltera	1
2224	bimal	2
2225	bin	87
2226	bin-laden	1
2227	bind	5
2228	bindra	3
2229	bingaman	2
2230	bingo	1
2231	binocular	5
2232	bio	1
2233	biogeneticist	1
2234	biograph	3
2235	biographi	4
2236	biolog	4
2237	bion	1
2238	bipartisan	2
2239	bipartisanship	1
2240	bird	3
2241	birger	1
2242	birth	9
2243	birthdai	6
2244	birthmark	1
2245	birthplac	1
2246	biscuit	3
2247	bishop	2
2248	bit	46
2249	bite	2
2250	bitka	1
2251	bitten	1
2252	bitter	19
2253	bitterli	10
2254	bittersweet	2
2255	biw	1
2256	bizarr	10
2257	bjorn	1
2258	black	57
2259	black-clad	1
2260	black-rob	3
2261	black-ti	2
2262	blacken	4
2263	blackmail	5
2264	blackout	4
2265	blade	1
2266	blair	15
2267	blakemor	1
2268	blame	56
2269	blanchard	1
2270	blanco	7
2271	bland	1
2272	blanda	1
2273	blank	2
2274	blanket	35
2275	blankli	2
2276	blare	1
2277	blast	109
2278	blatant	2
2279	blaze	6
2280	bleach	1
2281	bleach-blond	1
2282	bleacher	1
2283	bleak	1
2284	bled	1
2285	bleed	2
2286	blemish	1
2287	blend	4
2288	bless	9
2289	blew	41
2290	blew-up	1
2291	blind	8
2292	blindli	5
2293	blink	3
2294	blister	2
2295	blitz	1
2296	blitzer	1
2297	blizzard	5
2298	bloat	4
2299	bloc	7
2300	block	83
2301	blockad	15
2302	blocker	1
2303	blocki	1
2304	blokosso	1
2305	blond	4
2306	blond-hair	1
2307	blood	31
2308	blood-chil	2
2309	blood-spatt	1
2310	blood-splatt	1
2311	bloodbath	2
2312	bloodi	8
2313	bloodiest	1
2314	bloodless	2
2315	bloodsh	9
2316	bloodstain	1
2317	bloomberg	1
2318	bloomer	1
2319	blous	1
2320	blow	25
2321	blown	11
2322	blowtorch	1
2323	blue	43
2324	blue-wat	1
2325	blueprint	11
2326	bluf	5
2327	blunk	1
2328	blunt	2
2329	bluntli	2
2330	blur	2
2331	blurb	1
2332	blusteri	1
2333	blvd	1
2334	bnaibrith	1
2335	board	60
2336	boarded:	1
2337	boarder	5
2338	boardings:	1
2339	boardwalk	1
2340	boast	3
2341	boat	117
2342	boater	1
2343	boatmen	1
2344	bob	24
2345	bobbi	6
2346	bobic	1
2347	bodi	157
2348	bodien	1
2349	bodies:	1
2350	bodin	9
2351	bodon	1
2352	body-hunt	3
2353	bodyguard	10
2354	boe	2
2355	bog	2
2356	boga	1
2357	bogg	1
2358	bogu	4
2359	bohdan	2
2360	boi	35
2361	boil	1
2362	boister	1
2363	bojic	1
2364	bold	3
2365	boldli	1
2366	bolivia	1
2367	bolona	2
2368	bolster	12
2369	bolt	1
2370	bomb	255
2371	bomb-	1
2372	bomb-damag	1
2373	bomb-laden	2
2374	bomb-mak	11
2375	bombai	5
2376	bombard	2
2377	bombei	1
2378	bomber	57
2379	bombet	2
2380	bombmak	4
2381	bombshel	1
2382	bond	17
2383	bondjump	1
2384	bone	52
2385	bone-weari	1
2386	bonecardi	1
2387	bonfir	3
2388	bonilla	1
2389	bonni	1
2390	bono	1
2391	bonu	1
2392	boo	3
2393	booby-trap	3
2394	book	26
2395	bookend	1
2396	boom	7
2397	boost	14
2398	booster	1
2399	boot	4
2400	boot-brush	1
2401	booth	8
2402	bor	1
2403	border	53
2404	bore	3
2405	borg	1
2406	bori	7
2407	borisav	1
2408	borislav	3
2409	borisov	1
2410	borivoj	1
2411	bork	1
2412	borka	1
2413	born	38
2414	born-again	1
2415	borneo	4
2416	borotra	1
2417	borrow	2
2418	borzon	1
2419	bosnia	13
2420	bosnia-herzegovina	3
2421	bosnian	5
2422	boss	10
2423	boston	18
2424	botch	5
2425	bother	9
2426	bottl	5
2427	bouak	1
2428	boucher	8
2429	bouffard	1
2430	bought	10
2431	boulevard	1
2432	bounc	7
2433	bound	14
2434	boundari	2
2435	bounti	1
2436	bout	2
2437	bow	11
2438	bowel	2
2439	bowen	2
2440	bowl	1
2441	bowman	1
2442	bowmen	1
2443	bowrei	1
2444	box	17
2445	boxer	1
2446	boycot	26
2447	boycott	18
2448	boyd	1
2449	boyfriend	4
2450	bozov	3
2451	braca	2
2452	brace	4
2453	braci	1
2454	bracket	1
2455	brad	6
2456	bradi	1
2457	bradman	1
2458	bradshaw	1
2459	brag	4
2460	brain	2
2461	brainwash	3
2462	brake	1
2463	branch	9
2464	brand	6
2465	brandish	6
2466	brandon	1
2467	brash	2
2468	brass	4
2469	brave	6
2470	bravent	1
2471	braveri	2
2472	bravo	4
2473	brazen	1
2474	brazil	2
2475	brazilian	1
2476	breach	3
2477	bread	1
2478	breadbasket	2
2479	break	104
2480	break-point	1
2481	break-up	1
2482	breakawai	2
2483	breakdown	3
2484	breaker	1
2485	breakfast	6
2486	breakout	9
2487	breakthrough	12
2488	breakup	3
2489	breast	4
2490	breath	6
2491	breaux	1
2492	breed	5
2493	breez	6
2494	breme	1
2495	bremer	1
2496	brenton	2
2497	brevant	1
2498	brew	3
2499	brewer	1
2500	brian	15
2501	bribe	40
2502	briberi	10
2503	brick	10
2504	brick-wal	1
2505	bride	1
2506	bridg	19
2507	bridgett	1
2508	brie	6
2509	brief	63
2510	briefli	24
2511	brien	1
2512	brig	1
2513	brigad	3
2514	bright	10
2515	bright-ei	1
2516	brighten	2
2517	brighter	1
2518	brightest	2
2519	brightli	1
2520	brilliant	3
2521	brim	1
2522	bring	126
2523	brink	6
2524	brisk	1
2525	briskli	3
2526	bristl	3
2527	britain	37
2528	british	56
2529	briton	3
2530	broad	11
2531	broad-bas	2
2532	broad-beam	1
2533	broad-brush	1
2534	broadcast	59
2535	broaden	2
2536	broader	9
2537	broadli	3
2538	broder	1
2539	brokaw	1
2540	broke	91
2541	broken	49
2542	broker	7
2543	brokerag	1
2544	bronco	1
2545	bronxvil	1
2546	bronz	2
2547	brood	1
2548	brook	3
2549	brooklyn	1
2550	broom	1
2551	brother	66
2552	brother-in-law	6
2553	brought	116
2554	brow	2
2555	brown	15
2556	brown-skin	1
2557	broz	1
2558	bruce	1
2559	bruis	7
2560	brunei	22
2561	brunswick	1
2562	brunt	4
2563	brush	5
2564	brussel	6
2565	brutal	16
2566	bryan	4
2567	bryann	1
2568	bryant	1
2569	bt648-00	1
2570	bu	18
2571	bubbl	1
2572	bubble-gum	1
2573	buccan	1
2574	buchanan	5
2575	buchanan:	2
2576	buck	9
2577	bucket	4
2578	buckl	13
2579	bud	3
2580	budapest	1
2581	buddhist	1
2582	buddi	1
2583	budget	9
2584	budnev	1
2585	budor	1
2586	budsmen	1
2587	budva	1
2588	bueni	1
2589	buf	4
2590	buff	4
2591	buffalo	3
2592	buffer	1
2593	bug	5
2594	bugss	1
2595	bui	44
2596	build	169
2597	builder	6
2598	buildup	2
2599	built	27
2600	bulatov	7
2601	bulg	1
2602	bulgaria	3
2603	bulk	4
2604	bulkhead	4
2605	bulki	1
2606	bulldoz	25
2607	bullet	8
2608	bullet-proof	2
2609	bulletin	3
2610	bulletproof	3
2611	bulli	3
2612	bullzdoz	1
2613	bum	1
2614	bump	2
2615	bumper	4
2616	bumpi	1
2617	bunch	5
2618	bundl	1
2619	bungl	6
2620	bunk	4
2621	bunker	7
2622	bunkroom	1
2623	bunt	1
2624	buoi	7
2625	buraika	1
2626	burch	1
2627	burden	7
2628	bureau	33
2629	bureaucraci	4
2630	bureaucrat	7
2631	burglar	7
2632	burglari	8
2633	burgsmul	2
2634	buri	85
2635	burial	13
2636	burk	3
2637	burke-class	2
2638	burkhard	1
2639	burkina	8
2640	burkinab	1
2641	burkl	5
2642	burli	4
2643	burn	46
2644	burned-out	3
2645	burner	2
2646	burnt	3
2647	burri	1
2648	burst	10
2649	burton	5
2650	buse	19
2651	bush	98
2652	bush-chenei	2
2653	bush-gor	1
2654	bush-quail	1
2655	bush:	2
2656	bushnel	1
2657	bushy-beard	1
2658	busi	90
2659	busiest	1
2660	busili	1
2661	businessman	54
2662	businessmen	5
2663	buss	1
2664	bust	7
2665	bustamant	1
2666	bustl	4
2667	butcher	4
2668	butter	1
2669	button	3
2670	buttress	5
2671	buyer	2
2672	buzz	6
2673	bye	1
2674	bypass	5
2675	byrd	6
2676	c-117	1
2677	c-130	3
2678	c-141	4
2679	c-4	4
2680	c4	1
2681	c9	5
2682	cab	2
2683	cabana	1
2684	cabin	2
2685	cabinet	31
2686	cabl	5
2687	cacak	8
2688	cach	2
2689	cadav	1
2690	cadet	1
2691	caeti	1
2692	cafe	4
2693	cafetalon	1
2694	cafeteria	1
2695	cage	5
2696	cagl	1
2697	cahokia	3
2698	cairo	5
2699	caisson	1
2700	cake	5
2701	calam	5
2702	calamit	1
2703	calatrava	2
2704	calcul	9
2705	calculu	1
2706	calcutta	3
2707	calderon	1
2708	calei	1
2709	calena	1
2710	calhoun	1
2711	calib	1
2712	calif	6
2713	california	32
2714	calina	1
2715	calix	1
2716	call	301
2717	call-in	1
2718	call-off	1
2719	callahan	1
2720	callen	3
2721	caller	5
2722	callou	1
2723	callous	1
2724	calm	38
2725	calmli	1
2726	calvario	6
2727	calvert	1
2728	cambodia	3
2729	camden	1
2730	camel	3
2731	camera	25
2732	cameraman	3
2733	cameroon	2
2734	camouflag	7
2735	camp	49
2736	campaign	154
2737	campaign:	1
2738	campaigning:	1
2739	campaigns:	2
2740	campbel	1
2741	campfir	3
2742	campground	1
2743	campu	2
2744	can	2
2745	can-do	2
2746	canada	14
2747	canal	21
2748	canberra	1
2749	cancel	38
2750	cancer	45
2751	candid	135
2752	candidaci	15
2753	candiotti	2
2754	candl	3
2755	candlelight	4
2756	candor	2
2757	cane	2
2758	canist	2
2759	cannadai	3
2760	cannistraro	4
2761	cannon	3
2762	canon	1
2763	canopi	2
2764	canton	1
2765	cantwel	4
2766	canva	3
2767	canvass	3
2768	cap	19
2769	capabl	25
2770	capac	15
2771	cape	2
2772	capit	159
2773	capitalist	2
2774	capitol	28
2775	capitul	1
2776	capp	1
2777	capriati	33
2778	capsul	2
2779	capt	30
2780	captain	27
2781	captiv	6
2782	captor	4
2783	captur	58
2784	car	97
2785	car-bomb	1
2786	car-siz	1
2787	caraca	2
2788	caravan	3
2789	carbon	2
2790	card	21
2791	cardboard	1
2792	cardiopulmonari	1
2793	care	70
2794	career	48
2795	career-end	1
2796	career-high	1
2797	carefulli	17
2798	carefully-preserv	1
2799	carei	1
2800	caretak	4
2801	cargo	12
2802	caribbean	2
2803	carin	1
2804	cario	1
2805	carjack	2
2806	carl	4
2807	carlo	29
2808	carlson	1
2809	carlton	1
2810	carman	1
2811	carmelo	2
2812	carmen	4
2813	carmodi	4
2814	carnahan	66
2815	carnahan2000	6
2816	carnahan:	2
2817	carnahand	1
2818	carnival-lik	1
2819	carol	6
2820	carolina	5
2821	carpent	7
2822	carper	8
2823	carpet	3
2824	carpetbagg	2
2825	carr	1
2826	carri	182
2827	carrier	20
2828	carrol	2
2829	carrot	1
2830	carson	5
2831	cart	1
2832	carter	10
2833	carthag	2
2834	carv	9
2835	carver	1
2836	case	168
2837	case-by-cas	1
2838	case:	1
2839	casetch	1
2840	cash	22
2841	cash-strap	3
2842	cashier	1
2843	casino	1
2844	casket	16
2845	cast	47
2846	castellano	2
2847	castiel	1
2848	castil	1
2849	castleburi	4
2850	castro	8
2851	casual	2
2852	casualti	22
2853	cat	2
2854	cataclysm	1
2855	catalyst	1
2856	catastroph	12
2857	catcal	1
2858	catch	15
2859	catch-up	1
2860	cate	4
2861	categor	1
2862	categori	1
2863	caterpillar	2
2864	cathedr	1
2865	catherin	3
2866	cathi	1
2867	cathol	7
2868	catholicrelief	1
2869	cattl	2
2870	caucasian	2
2871	caught	46
2872	caus	86
2873	caution	18
2874	cautiou	19
2875	cautious	2
2876	cave	3
2877	cavern	1
2878	cavort	1
2879	cawl	3
2880	cayman	3
2881	cb	5
2882	cbs-new	1
2883	cd	1
2884	ceas	7
2885	cease-fir	7
2886	ceaselessli	2
2887	ceausescu	1
2888	cecil	1
2889	cedar	2
2890	cede	3
2891	cedomir	1
2892	cedric	6
2893	ceil	2
2894	celebr	83
2895	celebrateor	1
2896	celera	1
2897	celest	1
2898	cell	23
2899	cellblock	1
2900	cellphon	2
2901	cellular	10
2902	cement	6
2903	cement-reinforc	1
2904	cemeteri	8
2905	censor	2
2906	censorship	2
2907	cent	1
2908	centcom	2
2909	center	140
2910	center-court	4
2911	center-left	1
2912	centerpiec	2
2913	centigrad	1
2914	centimet	1
2915	central	84
2916	centrist	6
2917	centuri	24
2918	ceo	1
2919	ceremoni	52
2920	cerf	9
2921	cerna	3
2922	certain	36
2923	certainli	56
2924	certainti	4
2925	certif	3
2926	certifi	3
2927	cesar	2
2928	cessat	1
2929	cessna	7
2930	cetera	1
2931	cetinj	1
2932	cha	1
2933	chad	1
2934	chadwick	2
2935	chafe	3
2936	chagrin	1
2937	chain	10
2938	chair	17
2939	chairman	55
2940	chairmen	3
2941	chalk	2
2942	challeng	84
2943	chamber	16
2944	chamberlain	2
2945	chameleon	1
2946	champ	9
2947	champion	55
2948	championship	7
2949	chanc	99
2950	chancellor	5
2951	chanda	3
2952	chandeli	2
2953	chandler	6
2954	chandrika	1
2955	chang	144
2956	changeov	9
2957	channel	18
2958	chant	30
2959	chanting:	1
2960	chao	36
2961	chaotic	7
2962	chap	2
2963	chapel	4
2964	chaplain	7
2965	chaplin	1
2966	chappaqua	11
2967	chapter	7
2968	char	3
2969	charact	13
2970	character	7
2971	characterist	5
2972	charad	1
2973	charg	193
2974	charisma	2
2975	charit	5
2976	chariti	5
2977	charl	24
2978	charleston	2
2979	charlestown	1
2980	charli	2
2981	charlott	2
2982	chart	2
2983	charter	7
2984	chase	22
2985	chasm	2
2986	chat	5
2987	chattanooga	1
2988	chatti	1
2989	chau	1
2990	chauffeur	1
2991	chavez	4
2992	cheap	1
2993	cheat	11
2994	chebeck	8
2995	chechnya	8
2996	check	40
2997	checker	1
2998	checkpoint	2
2999	checkup	3
3000	cheek	1
3001	cheer	34
3002	cheerlead	2
3003	chees	1
3004	chef	2
3005	chela	4
3006	chell	1
3007	chelsea	17
3008	chemic	7
3009	chemistri	3
3010	chemotherapi	1
3011	chenei	30
3012	cheney:	1
3013	cheri	12
3014	cherish	2
3015	chernomyrdin	2
3016	cheroke	3
3017	cheron	3
3018	cherri	2
3019	chesapeak	1
3020	chest	8
3021	chetna	1
3022	chetsov	1
3023	chew	1
3024	chi	24
3025	chi-	1
3026	chic	1
3027	chicago	6
3028	chicken	2
3029	chide	1
3030	chief	196
3031	chiefli	3
3032	child	45
3033	childhood	4
3034	children	69
3035	chile	8
3036	chill	13
3037	chilli	5
3038	chillicoth	1
3039	china	31
3040	china-yugoslavia	2
3041	chines	10
3042	chinese-american	2
3043	chinfo	4
3044	ching	1
3045	chink	1
3046	chino	1
3047	chip	8
3048	chirac	6
3049	chisel	1
3050	chizhov	1
3051	chizov	1
3052	chladkova	3
3053	chlorin	4
3054	chocol	1
3055	choi	1
3056	choic	38
3057	choice:	2
3058	choices:	1
3059	chok	1
3060	choke	7
3061	cholera	1
3062	chomp	1
3063	chon	1
3064	choos	18
3065	chopper	1
3066	chopstick	1
3067	choreograph	1
3068	chorichech	1
3069	choru	1
3070	chose	13
3071	chosen	14
3072	chouchescu	1
3073	chow	1
3074	chri	34
3075	chrisdorton	1
3076	christen	3
3077	christi	4
3078	christian	27
3079	christianchildrensfund	1
3080	christina	3
3081	christma	61
3082	christmas-ev	1
3083	christoph	17
3084	chronic	2
3085	chronicl	2
3086	chrysanthemum	1
3087	chu	1
3088	chubbi	2
3089	chuck	9
3090	chuckl	2
3091	chudakova	3
3092	chunk	4
3093	church	43
3094	churchvil	1
3095	churchworldservic	1
3096	cia	23
3097	cienfuego	1
3098	cigarett	2
3099	cinder	1
3100	cinderblock	3
3101	cinema	2
3102	circl	19
3103	circu	3
3104	circuit	8
3105	circul	8
3106	circumst	32
3107	circumstanti	2
3108	circumv	3
3109	cisnero	7
3110	ciss	1
3111	citadel	1
3112	citat	2
3113	cite	38
3114	citi	218
3115	citizen	73
3116	citizenri	2
3117	citizenship	10
3118	citywid	1
3119	civic	4
3120	civil	61
3121	civilian	52
3122	clad	1
3123	clai	4
3124	claiborn	1
3125	claim	129
3126	clair	6
3127	clamber	5
3128	clamor	3
3129	clandestin	2
3130	clap	1
3131	clarenc	1
3132	clarifi	3
3133	clariti	1
3134	clark	41
3135	clarkston	1
3136	clash	54
3137	clasp	1
3138	class	29
3139	classic	7
3140	classifi	36
3141	classmat	2
3142	classroom	2
3143	clavet	1
3144	claw	6
3145	clay-court	1
3146	clean	22
3147	clean-air	1
3148	cleanli	1
3149	cleans	6
3150	cleans-	1
3151	clear	184
3152	clear:	3
3153	clearanc	5
3154	clearer	4
3155	clearest	1
3156	clearli	56
3157	cleavag	1
3158	cleaver	1
3159	clemenc	31
3160	clemency:	2
3161	clement	24
3162	clergi	2
3163	cleric	3
3164	clerk	6
3165	cleveland	1
3166	clever	4
3167	cleverli	1
3168	click	2
3169	client	9
3170	cliff-hang	1
3171	clifford	2
3172	clijster	11
3173	climact	1
3174	climat	3
3175	climate-control	1
3176	climax	4
3177	climb	22
3178	clime	1
3179	clinch	2
3180	cling	8
3181	clinic	8
3182	clink	1
3183	clinton	270
3184	clinton-gor	1
3185	clinton-lazio	2
3186	clinton:	6
3187	clintonesqu	1
3188	clintonit	1
3189	clip	2
3190	clister	1
3191	cloak	1
3192	clock	10
3193	clod	1
3194	clodfelt	4
3195	clog	1
3196	cloister	1
3197	cloner	1
